"","year","id","imdb_id","title","rating"
"3157",1998,1942,"0120800","Quest for Camelot",3
"3158",1998,4611,"0120108","The Proposition",2
"3159",1998,554,"0120888","The Wedding Singer",3
"3160",1998,7298,"0120533","Celebrity",3
"3161",1999,4971,"0133046","Teaching Mrs. Tingle",3
"3162",1999,827,"0120655","Dogma",3
"3163",1999,7620,"0182789","Bicentennial Man",3
"3164",1999,9262,"0219964","Outer Space",0
"3165",1999,82,"0144640","Three to Tango",1
"3166",1999,8898,"0159272","Beautiful People",1
"3167",1999,2197,"0266075","Memento Mori",3
"3168",1999,4221,"0134119","The Talented Mr. Ripley",3
"3169",1999,9243,"0166943","Music of the Heart",3
"3170",1999,3102,"0122933","Analyze This",1
"3171",1999,124,"0162661","Sleepy Hollow",3
"3172",1999,2133,"0149691","Anywhere But Here",3
"3173",1999,4267,"0151568","Topsy-Turvy",3
"3174",1999,8981,"0139414","Lake Placid",3
"3175",1999,2828,"0139151","Inferno",2
"3176",1999,7740,"0205000","Deuce Bigalow: Male Gigolo",3
"3177",1999,3269,"0151738","Never Been Kissed",3
"3178",1999,5304,"0207972","Annie",3
"3179",1999,71,"0169547","American Beauty",3
"3180",1999,170,"0181316","Blue Streak",1
"3181",1999,6933,"0204082","Aristocrats",3
"3182",1999,4799,"0167752","The 4th Floor",3
"3183",1999,5246,"0120907","eXistenZ",1
"3184",1999,4107,"0163178","Redball",3
"3185",1999,1564,"0215364","Wives and Daughters",3
"3186",1999,6806,"0130444","Aimee &amp; Jaguar",3
"3187",1999,9239,"0150377","Double Jeopardy",3
"3188",1999,6099,"0240119","Tomie",3
"3189",1999,5195,"0144168","Dick",3
"3190",1999,1209,"0120855","Tarzan",2
"3191",1999,7990,"0155267","The Thomas Crown Affair",1
"3192",1999,3570,"0120784","Payback",1
"3193",1999,2934,"0210358","Things You Can Tell Just by Looking at Her",3
"3194",1999,2970,"0120458","Virus",3
"3195",1999,2731,"0165643","Black and White",3
"3196",1999,917,"0120601","Being John Malkovich",3
"3197",1999,9292,"0162735","Vendetta",1
"3198",1999,8114,"0166175","East Is East",3
"3199",1999,4413,"0205214","The Magical Legend of the Leprechauns",3
"3200",1999,1091,"0166485","Anna and the King",3
"3201",1999,8787,"0120646","The Deep End of the Ocean",2
"3202",1999,826,"0144117","The Boondock Saints",0
"3203",1999,5775,"0178737","Mansfield Park",3
"3204",1999,1623,"0168987","Better Than Chocolate",3
"3205",1999,6936,"0133385","Asterix and Obelix vs. Caesar",1
"3206",1999,210,"0137523","Fight Club",1
"3207",1999,244,"0179116","But I’m a Cheerleader",3
"3208",1999,867,"0126886","Election",3
"3209",1999,2354,"0120866","Titus",3
"3210",1999,6162,"0120857","Tea with Mussolini",3
"3211",1999,6238,"0158692","Juha",0
"3212",1999,2897,"0120616","The Mummy",1
"3213",1999,3922,"0126916","For Love of the Game",2
"3214",1999,4824,"0131646","Wing Commander",2
"3215",1999,7130,"0143145","The World is Not Enough",2
"3216",1999,2311,"0163651","American Pie",2
"3217",1999,6116,"0131325","Bowfinger",3
"3218",1999,7647,"0139462","Message in a Bottle",1
"3219",1999,4679,"0218553","Ring 2 (Ringu 2)",3
"3220",1999,7265,"0182576","Family guy",3
"3221",1999,282,"0171804","Boys Don’t Cry",2
"3222",1999,7407,"0222368","Los sin nombre",3
"3223",1999,2982,"0185937","The Blair Witch Project",3
"3224",1999,5342,"0124298","Blast from the Past",3
"3225",1999,6798,"0137338","200 Cigarettes",3
"3226",1999,2318,"0189584","The Big Kahuna",0
"3227",1999,5472,"0166896","The Straight Story",3
"3228",1999,1135,"0140379","A Midsummer Night’s Dream",2
"3229",1999,2617,"0139134","Cruel Intentions",3
"3230",1999,9001,"0192618","Smart House",3
"3231",1999,2850,"0144715","Holy Smoke",3
"3232",1999,5545,"0131369","EdTV",1
"3233",1999,2030,"0209189","Not One Less (Yi ge dou bu neng shao)",3
"3234",1999,268,"0172493","Girl, Interrupted",3
"3235",1999,1844,"0157503","Drop Dead Gorgeous",3
"3236",1999,1475,"0162556","Why Not Me?",3
"3237",1999,4926,"0171363","The Haunting",3
"3238",1999,4230,"0132347","Mystery Men",1
"3239",1999,884,"0129167","The Iron Giant",0
"3240",1999,790,"0177242","Sonnenallee",1
"3241",1999,858,"0139239","Go!",3
"3242",1999,2346,"0175880","Magnolia",3
"3243",1999,6561,"0169299","Terror Firmer",3
"3244",1999,5716,"0159097","The Virgin Suicides",3
"3245",1999,672,"0120915","Star Wars: Episode I - The Phantom Menace",3
"3246",1999,4116,"0243558","Shojo kakumei Utena: Adolescence mokushiroku",3
"3247",1999,840,"0123209","The Other Sister",3
"3248",1999,88,"0120363","Toy Story 2",1
"3249",1999,223,"0165798","Ghost Dog: The Way of the Samurai",1
"3250",1999,2793,"0213121","New Waterford Girl",3
"3251",1999,3640,"0144814","Carrie 2: The Rage",3
"3252",1999,1053,"0177789","Galaxy Quest",1
"3253",1999,1086,"0164912","Stuart Little",1
"3254",1999,1547,"0199683","Kikujiro",0
"3255",1999,9223,"0200208","The Thirteenth Year",2
